Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,AgeofCar,Brand
2015,62144,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,6869.77,9,Maruti
2017,50000,Diesel,Manual,First,22.0,1582.0,126.2,5.0,13739.55,7,Hyundai
2015,38000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3285.54,9,Hyundai
2016,30000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,37634.41,8,BMW
2016,38735,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5878.14,8,Honda
2012,23598,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4205.5,12,Maruti
2014,70000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,20967.74,10,BMW
2016,39000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6929.51,8,Maruti
2013,84175,Diesel,Manual,First,23.4,1248.0,74.0,5.0,8303.46,11,Maruti
2013,45000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,2867.38,11,Renault
2013,59302,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6272.4,11,Chevrolet
2012,55002,Petrol,Manual,First,17.5,1298.0,85.8,5.0,5077.66,12,Maruti
2008,128813,Diesel,Manual,First,19.09,1396.0,69.0,5.0,1792.11,16,Tata
2016,46522,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5376.34,8,Hyundai
2014,180000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2986.86,10,Tata
2006,89326,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,1851.85,18,Ford
2016,54000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7765.83,8,Renault
2012,95000,Diesel,Automatic,Second,18.48,1621.5059354622972,113.27220292815797,5.0,21505.38,12,BMW
2015,66337,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5925.93,9,Hyundai
2012,60000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3882.92,12,Honda
2010,38001,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,10155.32,14,Audi
2014,73000,Petrol,Manual,Second,24.7,796.0,47.3,5.0,3285.54,10,Maruti
2011,61000,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,4062.13,13,Hyundai
2013,120000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8363.2,11,Maruti
2012,71787,Petrol,Manual,First,12.9,1598.0,102.5,5.0,3835.13,12,Chevrolet
2016,11554,Diesel,Manual,First,19.67,1582.0,126.2,5.0,17025.09,8,Hyundai
2014,90000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,7765.83,10,Volkswagen
2014,48104,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6559.14,10,Honda
2005,91000,Petrol,Manual,Third,16.8,1341.0,83.0,5.0,955.79,19,Hyundai
2007,58815,Petrol,Manual,First,17.0,1086.0,113.27220292815797,5.0,2377.54,17,Hyundai
2015,33931,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,7060.93,9,Hyundai
2019,13916,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7694.15,5,Hyundai
2012,90400,CNG,Manual,First,26.2,998.0,58.2,5.0,3464.76,12,Maruti
2015,14000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5495.82,9,Hyundai
2007,121000,Diesel,Manual,Second,17.8,1248.0,113.27220292815797,5.0,2807.65,17,Maruti
2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8614.1,8,Hyundai
2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,9557.95,8,Renault
2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4181.6,15,Maruti
2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7048.98,16,Toyota
2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4.0,2078.85,9,Tata
2019,1000,Petrol,Manual,First,18.12,1196.0,86.8,5.0,8124.25,5,Ford
2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8960.57,7,Hyundai
2016,9200,Petrol,Manual,First,15.4,1497.0,117.3,7.0,9557.95,8,Honda
2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,7156.51,9,Honda
2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,15412.19,7,Hyundai
2018,22900,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8363.2,6,Maruti
2014,50000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,41816.01,10,Audi
2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6571.09,9,Honda
2010,101119,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,22054.96,14,BMW
2010,42000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2867.38,14,Ford
2002,93000,Petrol,Manual,Third,18.9,998.0,67.1,5.0,1194.74,22,Maruti
2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,3166.07,12,Hyundai
2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7120.67,9,Skoda
2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,89605.73,9,Porsche
2017,24733,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,32437.28,7,Mercedes-Benz
2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5.0,12544.8,16,Audi
2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8004.78,9,Maruti
2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5854.24,11,Ford
2017,40279,Diesel,Manual,First,16.5,1493.0,70.0,7.0,9557.95,7,Mahindra
2018,46805,Petrol,Manual,First,24.07,998.0,67.1,5.0,4336.92,6,Maruti
2015,60000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,5734.77,9,Maruti
2017,100000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5077.66,7,Tata
2014,32986,Petrol,Manual,First,16.1,1621.5059354622972,113.27220292815797,5.0,5065.71,10,Maruti
2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,36164.87,6,Ford
2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5.0,17025.09,11,Mercedes-Benz
2012,37229,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,4074.07,12,Hyundai
2009,73200,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3321.39,15,Honda
2015,71826,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,18518.52,9,Skoda
2017,129000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,3584.23,7,Tata
2012,82000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2747.91,12,Maruti
2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5.0,15866.19,7,Hyundai
2009,61964,Petrol,Manual,First,19.0,998.0,66.1,5.0,2688.17,15,Maruti
2011,15466,Petrol,Manual,First,22.5,998.0,67.04,5.0,4014.34,13,Maruti
2014,23000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,5077.66,10,Honda
2012,43766,Petrol,Manual,First,20.36,1197.0,78.9,5.0,5137.4,12,Hyundai
2010,54000,Petrol,Automatic,First,18.342252479408305,3597.0,262.6,5.0,7168.46,14,Skoda
2018,18521,Diesel,Manual,First,22.54,1396.0,88.73,5.0,10967.74,6,Hyundai
2017,26400,Petrol,Manual,First,23.1,998.0,67.04,5.0,5961.77,7,Maruti
2011,31900,Petrol,Manual,First,13.4,1798.0,157.8,5.0,4480.29,13,Skoda
2010,39000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2986.86,14,Ford
2016,45671,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8602.15,8,Honda
2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,35244.92,8,Mercedes-Benz
2015,54000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20967.74,9,Mercedes-Benz
2012,20000,Diesel,Automatic,First,18.5,1985.0,163.0,5.0,14336.92,12,Volvo
2009,55000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,16129.03,15,Audi
2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,6093.19,10,Hyundai
2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,12305.85,13,BMW
2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6810.04,10,Hyundai
2014,41994,Petrol,Manual,First,22.5,998.0,67.04,5.0,4074.07,10,Maruti
2010,108882,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2867.38,14,Ford
2017,24806,Petrol,Manual,First,18.15,1198.0,82.0,6.0,6690.56,7,Mahindra
2006,160000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1194.74,18,Tata
2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,9796.89,7,Mahindra
2015,51000,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,32855.44,9,Audi
2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,4181.6,9,Maruti
2016,70536,CNG,Manual,First,31.79,998.0,58.33,5.0,5471.92,8,Maruti
2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12353.64,7,Maruti
2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,3882.92,18,Mahindra
2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,5973.72,17,Hyundai
2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2688.17,16,Hyundai
2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,61553.17,10,Porsche
2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10298.69,6,Maruti
2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,8661.89,7,Maruti
2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,6535.24,8,Honda
2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,37037.04,10,Jaguar
2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,42986.86,7,Mini Cooper
2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,4086.02,7,Hyundai
2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,13739.55,16,Audi
2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8661.89,8,Hyundai
2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,9557.95,6,Maruti
2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8757.47,9,Ford
2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,4002.39,8,Maruti
2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,5256.87,11,Volkswagen
2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,3572.28,12,Toyota
2015,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6690.56,9,Honda
2016,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,7921.15,8,Volkswagen
2018,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,9438.47,6,Volkswagen
2015,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,8363.2,9,Honda
2014,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5913.98,10,Honda
2017,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,10979.69,7,Skoda
2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,6093.19,13,Hyundai
2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,7048.98,9,Hyundai
2019,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,11362.01,5,Maruti
2008,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,4659.5,16,Honda
2014,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,6439.67,10,Maruti
2009,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,3584.23,15,Maruti
2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5137.4,12,Maruti
2017,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,8064.52,7,Maruti
2017,23000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5376.34,7,Hyundai
2010,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3285.54,14,Ford
2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,10752.69,8,Hyundai
2001,200000,Petrol,Manual,First,12.0,1621.5059354622972,113.27220292815797,5.0,836.32,23,Maruti
2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3046.59,10,Ford
2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,4229.39,10,Tata
2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,5077.66,15,Honda
2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1433.69,17,Maruti
2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,23297.49,11,BMW
2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,14336.92,9,Mahindra
2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4659.5,12,Maruti
2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10908.0,7,Maruti
2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2688.17,13,Maruti
2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3882.92,12,Maruti
2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17670.25,7,Hyundai
2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,2807.65,14,Maruti
2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,3703.7,9,Maruti
2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,15412.19,10,Hyundai
2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2986.86,7,Hyundai
2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,4360.81,11,Hyundai
2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8960.57,10,Hyundai
2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,4468.34,11,Honda
2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,7001.19,7,Maruti
2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,47335.72,6,Mercedes-Benz
2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,8422.94,6,Maruti
2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,8960.57,6,Maruti
2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2508.96,12,Chevrolet
2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13859.02,10,Skoda
2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,22998.81,12,Mercedes-Benz
2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,21409.8,7,Toyota
2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4301.08,8,Hyundai
2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,5376.34,10,Honda
2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,8841.1,7,Hyundai
2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,70836.32,6,Mercedes-Benz
2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,6571.09,13,Mahindra
2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,2090.8,18,Hyundai
2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8064.52,8,Maruti
2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,4719.24,13,Chevrolet
2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5017.92,13,Hyundai
2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,10035.84,8,Honda
2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,9856.63,7,Volkswagen
2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3954.6,11,Honda
2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8960.57,7,Maruti
2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5675.03,12,Honda
2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,10501.79,11,Mahindra
2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,11350.06,10,Skoda
2009,100000,Petrol,Manual,First,18.342252479408305,1621.5059354622972,113.27220292815797,5.0,1911.59,15,Hyundai
2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,1851.85,14,Maruti
2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6989.25,10,Hyundai
2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,8984.47,10,Ford
2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,4301.08,13,Nissan
2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5651.14,8,Honda
2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,12544.8,11,Mahindra
2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,41266.43,11,BMW
2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7252.09,6,Hyundai
2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,9271.21,6,Maruti
2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,8912.78,8,Mahindra
2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,4169.65,12,Renault
2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,4838.71,12,Hyundai
2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,14193.55,11,Mitsubishi
2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,7706.09,13,Toyota
2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,59737.16,9,BMW
2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,10752.69,13,BMW
2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,17025.09,8,Hyundai
2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8793.31,7,Mahindra
2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,5256.87,14,Mahindra
2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3703.7,8,Renault
2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5113.5,7,Renault
2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,6571.09,7,Maruti
2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,8351.25,12,Skoda
2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,5125.45,6,Maruti
2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,5017.92,10,Maruti
2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4910.39,12,Hyundai
2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22401.43,9,Audi
2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,77598.57,7,Mercedes-Benz
2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1899.64,14,Hyundai
2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,4301.08,8,Maruti
2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,9402.63,7,Honda
2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6630.82,6,Hyundai
2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,7646.36,10,Honda
2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,3166.07,15,Maruti
2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,6571.09,9,Maruti
2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8733.57,11,Mahindra
2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8482.68,8,Maruti
2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9354.84,8,Hyundai
2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1015.53,19,Hyundai
2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4241.34,10,Honda
2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,9784.95,7,Hyundai
2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,33452.81,6,BMW
2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,15531.66,9,Volkswagen
2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3930.7,13,Volkswagen
2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,5268.82,9,Maruti
2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5961.77,11,Renault
2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,21481.48,15,BMW
2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,9211.47,6,Fiat
2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,3345.28,11,Maruti
2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,3584.23,11,Chevrolet
2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,14922.34,9,Mahindra
2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,5973.72,8,Tata
2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,38996.42,7,BMW
2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7765.83,9,Maruti
2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,41816.01,9,BMW
2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2389.49,9,Tata
2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11302.27,9,Mahindra
2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,46594.98,8,Audi
2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,17921.15,15,BMW
2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7347.67,11,Hyundai
2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,17323.78,9,Hyundai
2012,43000,Petrol,Manual,First,18.342252479408305,1621.5059354622972,113.27220292815797,5.0,3882.92,12,Hyundai
2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,6188.77,6,Maruti
2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1481.48,17,Maruti
2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3345.28,11,Hyundai
2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,6248.51,13,Skoda
2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,537.63,19,Hyundai
2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,3882.92,10,Maruti
2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1792.11,9,Maruti
2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3405.02,12,Hyundai
2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,5376.34,6,Renault
2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,19414.58,10,Mercedes-Benz
2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,9259.26,7,Volkswagen
2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,5197.13,17,Mahindra
2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,39581.84,5,Toyota
2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,4336.92,11,Chevrolet
2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5675.03,14,Toyota
2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,7777.78,6,Maruti
2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,5734.77,6,Renault
2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,7168.46,7,Tata
2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7646.36,8,Hyundai
2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,5854.24,10,Volkswagen
2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,24575.87,11,Audi
2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5686.98,9,Maruti
2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,2389.49,12,Chevrolet
2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11851.85,15,BMW
2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,4408.6,6,Hyundai
2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6869.77,11,Maruti
2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,6810.04,10,Volkswagen
2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5902.03,10,Honda
2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,5125.45,12,Volkswagen
2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,3584.23,10,Maruti
2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,7765.83,10,Volkswagen
2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,5854.24,9,Volkswagen
2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6451.61,8,Honda
2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,28673.84,10,Audi
2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,8912.78,5,Tata
2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,11469.53,7,Volkswagen
2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,29868.58,10,Audi
2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,8124.25,10,Nissan
2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,10262.84,8,Skoda
2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,6320.19,8,Ford
2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,2986.86,13,Tata
2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,16606.93,13,Mercedes-Benz
2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,23894.86,10,Toyota
2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4062.13,13,Honda
2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6571.09,9,Hyundai
2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4360.81,12,Volkswagen
2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,7001.19,13,Ford
2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,12473.12,6,Ford
2013,58291,Diesel,Manual,First,17.8,1248.0,113.27220292815797,5.0,5973.72,11,Maruti
2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4026.28,13,Hyundai
2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,8303.46,13,Toyota
2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,11827.96,6,Tata
2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3942.65,12,Ford
2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,60334.53,11,Porsche
2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14934.29,9,Hyundai
2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,24492.23,10,Audi
2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,17323.78,7,Mahindra
2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,23894.86,7,Isuzu
2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6272.4,10,Maruti
2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7048.98,9,Maruti
